Account UUID,Billing Account Name,Sf Net Desk Change,Looker Net Desk Change,Sf Looker Difference,Sf Looker Absolute Difference
80e82de0-8be6-0136-2125-0242ac114a0f,莫骏青,0.0,2.0,-2.0,2.0
45ba3fe8-fbfd-4945-9bdf-5a7df2c53ef1,Monster Creative LLC,0.0,2.0,-2.0,2.0
5a3948c0-8c20-0136-0384-0242ac115706,深圳市奥华斯餐饮管理有限公司,0.0,7.0,-7.0,7.0
a6a5b990-785c-0136-ca53-0242ac11150c,Salesforce,0.0,6.0,-6.0,6.0
aec66890-f95b-0135-e95b-0242ac115607,Koios Medical,0.0,7.0,-7.0,7.0
64603510-7e75-0136-aa0f-0242ac11720f,香港欣业贸易有限公司,0.0,2.0,-2.0,2.0
333fe1e0-5aa3-4b82-b7a2-f7c6c56c4945,MINDBODY,0.0,17.0,-17.0,17.0
127526de-0317-43ad-860c-a697a964b90e,"United Healthcare Services, Inc",0.0,7.0,-7.0,7.0
8538c752-2b85-4c23-b401-2527fe271821,RTB House,0.0,6.0,-6.0,6.0
86088c1b-cb0e-40ec-bf66-2570af234387,Nubeva,0.0,13.0,-13.0,13.0
1faf6fe0-c26f-0135-807b-0242ac115106,GlobalWide Media,0.0,4.0,-4.0,4.0
0b7f0432-8b08-4b56-ae10-a9b26d8ab8a8,(주)브로젝스,0.0,4.0,-4.0,4.0
ea1c53d0-3820-0135-cd90-0242ac11260b,TradeTeq ltd,0.0,16.0,-16.0,16.0
12feef1b-7030-45bc-a5ce-5f5cdc591c53,Loadsmart,0.0,8.0,-8.0,8.0
da649b32-3a7a-4136-b85f-0c660c1209b0,Ensuite Media,0.0,1.0,-1.0,1.0
21809a30-8d9d-0136-077c-0242ac115706,王晶晶,0.0,2.0,-2.0,2.0
758f7ae1-5d53-4b09-82c1-9d856db13bc2,One Interior,0.0,1.0,-1.0,1.0
5093ba40-90b3-0135-9eb9-0242ac115111,Boostr,0.0,3.0,-3.0,3.0
edd42058-b24c-4f57-b3ba-247c9fff5d3d,RTMUK,0.0,3.0,-3.0,3.0
36f626d6-c328-468b-be8d-c65ca8dec247,Swoon Staffing,0.0,2.0,-2.0,2.0
a78efc4c-f3f8-4379-92d5-bc55951b899b,Munich Re UK Services Limited,0.0,20.0,-20.0,20.0
be3379ec-2f1d-445d-9486-2a0a6167c72b,Itellity services Ltd,0.0,2.0,-2.0,2.0
132234ec-1d66-47a1-babc-c27c31cf37dd,UNEX Management Consulting GmbH & Co. KG,0.0,2.0,-2.0,2.0
cdff1950-8cce-0136-05aa-0242ac115706,周陈鹏,0.0,3.0,-3.0,3.0
03ee458b-3884-43eb-86d2-74d462d67637,Social Chorus,0.0,4.0,-4.0,4.0
01bcf091-97e6-4fc5-b5af-dbf8585f54ce,Deivis Angeli,0.0,2.0,-2.0,2.0
5a07dc82-8c5a-47ea-87b6-68e878e6c27c,e27,0.0,1.0,-1.0,1.0
347015b0-16c2-40f4-b25c-1b4b0dae5164,"Afam Capital, Inc.",0.0,1.0,-1.0,1.0
64ba2b84-d2a0-4713-bee2-0575d4785d1c,Indigo Agriculture,0.0,26.0,-26.0,26.0
d2dabdd0-4ad0-0135-0d4e-0242ac112609,EBC exchange bank of Canada,0.0,1.0,-1.0,1.0
43f4b393-6368-41b5-a104-d6f55f165919,Antler,0.0,1.0,-1.0,1.0
e478ecd7-e865-4061-b4fa-2c863afe6b50,Fortis Pharma Consulting Ltd,0.0,8.0,-8.0,8.0
2bfb6cb3-832f-4da0-b7d7-272b3414d32e,Qualification Check,0.0,1.0,-1.0,1.0
46c8c6e5-67dd-491b-b864-7d9fd6f782ab,Nexrage,0.0,5.0,-5.0,5.0
ce70918c-87be-4b4d-97b2-17b50262550b,GFK U.K. Limited,0.0,13.0,-13.0,13.0
711c15bc-8e1f-4f2d-84f6-bc02214d13af,Human Capital,0.0,3.0,-3.0,3.0
49cd7a4e-e90b-4d62-bcea-782f016778fd,Aspermont Media Ltd,0.0,8.0,-8.0,8.0
68d5237d-056f-407b-865b-9cace2e8e775,skullcandy,0.0,3.0,-3.0,3.0
f030fdd0-b608-0135-cdbf-0242ac11510d,Bidalgo,0.0,2.0,-2.0,2.0
63683490-7111-0136-133e-0242ac114a0c,장 재일,0.0,1.0,-1.0,1.0
7c2a75f6-10e2-45e8-b0e9-53ccaa4787ae,FDM Group Australia PTY Limited,0.0,3.0,-3.0,3.0
5d74b820-731f-0136-5ebd-0242ac11150c,杭州观晟装饰设计有限公司,0.0,1.0,-1.0,1.0
f118bba0-6af4-0136-a880-0242ac111c0c,四川世鸿君汇文化传播有限公司,0.0,11.0,-11.0,11.0
953c38a3-1a82-4a64-aa6e-da4d1df5ef84,OUTFRONT Media,0.0,3.0,-3.0,3.0
d1821e0b-7be3-4519-a3fc-acc72b482fe7,成都沃耕信息技术有限公司,0.0,11.0,-11.0,11.0
9f1d8c3e-cd06-4737-bb70-b92e76cba696,Lymion Group Inc.,0.0,3.0,-3.0,3.0
5287b210-6069-0136-594d-0242ac114a0e,"Flux Work, Inc",0.0,2.0,-2.0,2.0
d2a38370-e89e-0133-aac2-02fa9c0fa682,Symphonic Distribution,0.0,9.0,-9.0,9.0
e5f9915f-696c-4c1a-b0e2-3ba00490bc45,Next 15 Communications,0.0,5.0,-5.0,5.0
7cb9050b-8ad0-4dfd-9ed6-b93fe9fba425,Ensuite Media,0.0,1.0,-1.0,1.0
1b421a50-8ea2-0136-8085-0242ac11670d,Modern Treasury,0.0,3.0,-3.0,3.0
64c0fc90-8d79-0136-2524-0242ac114a0f,文峰,0.0,3.0,-3.0,3.0
35b75bb0-83f5-0136-ebb0-0242ac115706,阮达涯,0.0,13.0,-13.0,13.0
4b376101-e613-4f55-83d2-eb52d425840e,Live Source,0.0,1.0,-1.0,1.0
f463c036-3f22-4de4-a0bd-fb1864644eb6,Samyroad,0.0,2.0,-2.0,2.0
7f46e170-f460-0133-9aca-62db2d89b304,Breeze Creative LLC,0.0,1.0,-1.0,1.0
a8a22e70-708b-0135-fa1a-0242ac11560f,Memory Well,0.0,6.0,-6.0,6.0
8e6b2ff1-7a5c-40d4-9c4e-e94298567adf,e27,0.0,1.0,-1.0,1.0
f4eee459-2ffd-4b29-9f0a-6b2f21512963,Change How We ...,0.0,1.0,-1.0,1.0
d7e036db-79e8-4160-a1e6-ba1c815a4ec8,Owl live,0.0,1.0,-1.0,1.0
20b073d0-bb3b-0135-6603-0242ac116707,Landmark Public Affairs,0.0,1.0,-1.0,1.0
63261590-fe19-44ea-bdf5-0d446b96dee4,PatientIQ,0.0,2.0,-2.0,2.0
c76d9688-42a6-4911-9c51-4f6b3cfb5a61,Arbor Networks,0.0,1.0,-1.0,1.0
4f22fca0-2f99-0136-333c-0242ac11150d,Abnormal Security,0.0,1.0,-1.0,1.0
ed7886a0-f84a-0135-d522-0242ac11150c,PROMEGE HOLDING,0.0,2.0,-2.0,2.0
05bd5c38-b730-4c20-8352-2fd17ad2c548,BNC Sparks,0.0,1.0,-1.0,1.0
d577c285-efc5-4268-ae97-3de82b8dbfb5,ProsperWorks,0.0,1.0,-1.0,1.0
7fecd110-506f-0136-ad52-0242ac11560c,shopware,0.0,2.0,-2.0,2.0
32457301-fc4c-400d-805b-0bec2f35f8f3,Blackbox Marketing Services,0.0,1.0,-1.0,1.0
324c85e0-6c36-0136-4ad5-0242ac112c0d,norman and young,0.0,6.0,-6.0,6.0
2961a9e5-8c75-4768-9f1d-5436274d20b5,WGY Entertainment,0.0,2.0,-2.0,2.0
e98f8020-a172-414b-87b3-860de0fd0c36,杭州表现科技有限公司,0.0,14.0,-14.0,14.0
81dc0f63-4875-41bf-906a-47e2ec263157,Integral Ad Science,0.0,78.0,-78.0,78.0
b2ba6ce0-8904-0136-770b-0242ac11670d,汤致中,0.0,1.0,-1.0,1.0
e937455f-dc4f-490b-85d4-1b05144fb190,Agents,0.0,2.0,-2.0,2.0
875205e5-03f9-4528-a817-f75733febe7a,ENMEDIO COMUNICACION DIGITAL SAS,0.0,1.0,-1.0,1.0
ff81f686-5a7e-4a2a-92d2-3c2b18c9d78a,The Horton Foote Prize,0.0,1.0,-1.0,1.0
cc555f70-45ce-4602-bca8-58eff7e338ae,Solactive APAC Ltd.,0.0,5.0,-5.0,5.0
58806563-a125-40bc-863d-56812b2a481f,Chinatown Bureau,0.0,5.0,-5.0,5.0
ceda1a50-94aa-0135-43dd-0242ac116705,Leeward México,0.0,1.0,-1.0,1.0
298910e0-add9-0135-dce3-0242ac115108,Agroceres PIC Argentina SA,0.0,2.0,-2.0,2.0
dd0bbc75-bfc5-49b2-8d2f-e234899ac4d0,Danny Holtschke Consulting,0.0,1.0,-1.0,1.0
a94cc6d8-39fe-4b57-812a-6efdaef2a59c,ClassPass,0.0,1.0,-1.0,1.0
a61fd6e0-890d-0136-1e63-0242ac114a0f,韩孝晶,0.0,4.0,-4.0,4.0
5a313fe6-4471-4755-8b76-01b06318c056,Fresh Pet,0.0,2.0,-2.0,2.0
888f2ad6-b90d-41a8-bfe7-7468ef2215f7,R3 Labs,0.0,2.0,-2.0,2.0
0535833e-d875-4890-b548-2a2bb0fd8121,Slice,0.0,3.0,-3.0,3.0
cc62be78-4a63-4b03-8ca0-bb0415b9265c,上海维尘商务咨询有限公司,0.0,12.0,-12.0,12.0
e634121f-22e7-4251-9d0c-e2da3b9849c8,Apex Retail Pte Ltd.,0.0,1.0,-1.0,1.0
f4eaa0a0-be14-0134-1a76-0242ac11350c,Gainsight UK Ltd,0.0,3.0,-3.0,3.0
8e57d837-94d6-402a-83ef-e17b4b1713dd,Station Digital Media,0.0,2.0,-2.0,2.0
4d4ac1a0-840a-0136-6a42-0242ac111c12,潇雪 刘,0.0,4.0,-4.0,4.0
4c4bace0-ed54-0134-655e-0242ac113508,AO Acacia S de RL de CV,0.0,4.0,-4.0,4.0
8b808063-c7bb-4730-a053-b0505de0c309,Original Precious Trading,0.0,1.0,-1.0,1.0
8f234840-0e9e-0136-cc12-0242ac112109,Agile Content,0.0,2.0,-2.0,2.0
53541d30-b31b-0133-dfe5-02e7bdc723f9,TradeFit Inc,0.0,2.0,-2.0,2.0
da385b80-7804-0136-885f-0242ac11720a,"ストレイキャット合同会社(Void, defective UUID)",0.0,1.0,-1.0,1.0
cbfdc400-3148-0136-dcd7-0242ac11210b,BlockTerra Capital,0.0,5.0,-5.0,5.0
cc7a6b50-e0c0-0135-bbea-0242ac11150e,Trendy Pal,0.0,2.0,-2.0,2.0
243c6dc0-10e7-0136-b94d-0242ac11570b,Modern Health,0.0,2.0,-2.0,2.0
9e94a6e0-deaf-0135-3eba-0242ac114a09,Twinlite,0.0,6.0,-6.0,6.0
64cc9d40-1e41-0136-f4c4-0242ac115605,EquityBee,0.0,3.0,-3.0,3.0
3d7121f2-e719-4c88-b4dc-d59157b1885b,Tabit Technologies Ltd.,0.0,2.0,-2.0,2.0
dfd184c6-4b03-4818-817a-4dc0f88bf3ef,Iteo.com Poland,0.0,1.0,-1.0,1.0
a4b9d4e0-761d-444c-931f-76b711157131,Prep Your Skin,0.0,1.0,-1.0,1.0
81153ad0-c245-0135-b00e-0242ac115705,"Dgraph Labs, Inc.",0.0,3.0,-3.0,3.0
9ecf2ec0-615d-0134-31c1-2e60cb03c659,LeanIX,0.0,25.0,-25.0,25.0
04c938f0-61e3-0136-67fd-0242ac115611,pax facturacion,0.0,2.0,-2.0,2.0
2fd5d8b4-57cb-44bd-bbdb-f8a98db80285,Poder.io,0.0,2.0,-2.0,2.0
52f1b560-b4f6-0134-43fe-0242ac113509,Natterbox,0.0,1.0,-1.0,1.0
57ce9080-e6cb-0135-c4ab-0242ac11150e,Quantinno Capital Management,0.0,4.0,-4.0,4.0
554c4de0-88f4-0136-0ce3-0242ac111c0f,北京阳光帕拉网络科技有限公司,0.0,8.0,-8.0,8.0
f3c616d0-8fc4-0134-3577-76337fcf2acd,TaskUs,0.0,3.0,-3.0,3.0
ac4ee916-ede2-4846-ab64-84c1e30dace4,미스터존스어소시에이션(주),0.0,22.0,-22.0,22.0
448908ee-af85-43dd-8a8d-166b37829c8d,SalesLabX,0.0,1.0,-1.0,1.0
a7cb9d6f-69d0-41ef-884b-4731efc7ce2c,サイオステクノロジー株式会社,0.0,8.0,-8.0,8.0
e2d4cd29-53ba-4dc3-9c84-b830ce2b4dd3,G1ANT Ltd.,0.0,8.0,-8.0,8.0
a2d1b4fe-1c0d-48d3-9ed7-d6ee44c137ef,Play Capital,0.0,2.0,-2.0,2.0
0ea6b2b0-446e-0133-c9e0-06d471d612fa,Cognitiv,0.0,8.0,-8.0,8.0
03f18c60-9593-0135-a357-0242ac116708,APAR T.,0.0,1.0,-1.0,1.0
87dfb0e0-1e23-0135-9638-0242ac113d09,ScreenPrism,0.0,1.0,-1.0,1.0
8808195d-dce6-41eb-83ef-168ff22d6cb9,SaleCycle,0.0,7.0,-7.0,7.0
1a0ad8f0-7140-0136-5b3a-0242ac116709,H55 Sp zoo,0.0,1.0,-1.0,1.0
a5511ead-4ad5-4a0d-bc65-7247bbaa8f0e,Philips Electronics Realty LLC.,0.0,3.0,-3.0,3.0
c4db0880-8d85-0136-438c-0242ac11210a,王刚,0.0,1.0,-1.0,1.0
8c6021aa-5d18-4f98-bfb2-6417cb48e6c5,Energon Corp,0.0,1.0,-1.0,1.0
3788b2bc-fb18-4eec-acd8-27e50ffa4fdc,SmartHop,0.0,2.0,-2.0,2.0
61f03e5a-16b8-4a5d-b6f1-36fd5ed70586,Martyn Poytress,0.0,1.0,-1.0,1.0
1248eff0-8aec-0135-e734-0242ac115608,Updater,0.0,2.0,-2.0,2.0
56d4a426-7494-4b49-ad1b-ec080142b6d5,天津格林文化交流有限公司,0.0,1.0,-1.0,1.0
72f74bd0-bbd3-0134-37a3-0242ac112c08,MVS Audio Visual,0.0,2.0,-2.0,2.0
183b5525-543f-43f8-8706-0cb088830e50,Veronica Villalobos Galvez,0.0,4.0,-4.0,4.0
940a2410-280a-0135-d98d-0242ac115b0f,JW Player UK Ltd,0.0,5.0,-5.0,5.0
4bad3ecf-4a05-4c9e-834e-68a86ae2e9d8,Training Amigo,0.0,4.0,-4.0,4.0
e51f22c3-08e2-40d1-b39e-08cb0a3c5683,"Upside Services, Inc",0.0,12.0,-12.0,12.0
8e36fea0-7d2f-0136-a79c-0242ac11720f,Ago-Del,0.0,1.0,-1.0,1.0
0772c632-a20a-45fb-92ac-3d032eb279c4,Caterwings,0.0,1.0,-1.0,1.0
f0166d70-8277-0136-6514-0242ac114a0f,GFM Films,0.0,1.0,-1.0,1.0
7335ad10-3dea-0134-53d7-3a532859dbc3,Creative Partners,0.0,10.0,-10.0,10.0
2920ee10-b6e4-0135-026e-0242ac116709,Organic Escape,0.0,1.0,-1.0,1.0
2cb897f9-b01f-4ecf-bc51-eb1b33dbe0ba,The Malibu Club,0.0,2.0,-2.0,2.0
8c8dec10-2856-0135-fc8a-0242ac112611,"Ciphertext Sollutions, Inc",0.0,1.0,-1.0,1.0
3ffd852e-5442-427f-adbf-c542c7e5d21a,EvolveIP Israel LTD,0.0,2.0,-2.0,2.0
680e1070-5b49-0134-ef6b-2690b8041e04,SpringServe,0.0,2.0,-2.0,2.0
e66af83b-d6db-46c2-8890-68afbf973cff,The Barton Partnership,0.0,2.0,-2.0,2.0
0e8ae52d-f5cb-457a-b273-7b7ec67e8b41,OB Americas LLC,0.0,2.0,-2.0,2.0
cdacdccf-2104-4be9-bc7a-acaebc0703ed,Ensuite Media,0.0,1.0,-1.0,1.0
8433de61-be4b-4cc2-bcd8-3061e533f284,Legends Spirits,0.0,7.0,-7.0,7.0
ea746c90-8cce-0136-05ac-0242ac115706,白慧,0.0,1.0,-1.0,1.0
7b2c0480-8cb4-0136-41e7-0242ac11210a,王丽丽,0.0,1.0,-1.0,1.0
deba99c0-7f43-0136-2efe-0242ac11510b,杭州春梦芸文化创意有限公司,0.0,3.0,-3.0,3.0
e836e8d0-80de-0136-8376-0242ac112112,晏嘉,0.0,8.0,-8.0,8.0
d80f4c80-9cf6-0135-d166-0242ac116707,Vetted Placements,0.0,6.0,-6.0,6.0
7b017600-8c23-0136-4033-0242ac11210a,Daria Tkachenko,0.0,7.0,-7.0,7.0
e3a07485-4024-4d75-b7fe-1198e00f2a2b,C-Net Pty Ltd,0.0,3.0,-3.0,3.0
3ac6b780-677e-0136-a241-0242ac111c0c,Herzog & Schindler,0.0,1.0,-1.0,1.0
6aff7870-01f3-0135-7870-0242ac112c09,Protect Democracy,0.0,3.0,-3.0,3.0
71177436-d75c-40ba-b7ff-48824cf8e7b4,Mill Marketing,0.0,1.0,-1.0,1.0
f6b43e50-76c8-0136-0b80-0242ac115111,Safecap Investment Ltd,0.0,7.0,-7.0,7.0
2c6333ee-e32f-42d6-87b6-8573ea0eb006,上海欣稞文化传播有限公司,0.0,2.0,-2.0,2.0
8af8e8b6-82dd-4685-805c-d8752bb9b1f5,Curate Entertainment,0.0,1.0,-1.0,1.0
7ef29a50-98c2-0135-b8bc-0242ac11150e,2G Asesorias,0.0,2.0,-2.0,2.0
fcfdcc90-77f6-0136-dba5-0242ac116711,Pixibo,0.0,1.0,-1.0,1.0
1c4cc98f-133d-4fd6-b7e2-f19581f367d6,Tag Foundation for Social Development ( Tag Development) / Israeli American Council ( IAC),0.0,5.0,-5.0,5.0
83457246-d7c7-4511-8781-06b1df46598d,papuax ltd,0.0,1.0,-1.0,1.0
af957216-33df-412d-bb3c-537dc98f750b,Tresemer Group Inc,0.0,1.0,-1.0,1.0
b82013c0-c226-0134-2e14-0242ac113509,Melsy's Illustrations,0.0,2.0,-2.0,2.0
1dee75b5-1b51-4f06-8efa-75ff075a2947,Spiceworks Europe Limited,0.0,69.0,-69.0,69.0
2d9ee950-8c03-0136-980d-0242ac11720c,顾全,0.0,2.0,-2.0,2.0
9bdcda44-f4ee-45d2-abfb-58efb0f1dc42,H55 Inn Sp.zo.o,0.0,1.0,-1.0,1.0
676c1139-7db9-45ac-9f44-022cf138d86a,Tripuri Travel,0.0,2.0,-2.0,2.0
f64063a7-820c-4358-b861-d7526306121e,Avenda Health,0.0,2.0,-2.0,2.0
d7002f60-424a-0134-a609-7222a55d00c1,Sunlight General Capital/Lexington/Solar,0.0,5.0,-5.0,5.0
c345043f-ee10-46cd-a34b-82876871e8da,Tållbeard GmbH,0.0,7.0,-7.0,7.0
cda2a180-891a-0136-1e86-0242ac114a0f,WeWork Chile SaP,0.0,7.0,-7.0,7.0
60536f90-3f47-0134-d133-1a702d8619b0,Christopher Moravec,0.0,2.0,-2.0,2.0
58e739b0-768b-0136-a358-0242ac11670d,杭州进一信息科技有限公司,0.0,2.0,-2.0,2.0
5edb82a0-5256-0136-dd7a-0242ac116705,Goldenwood Property Advisors,0.0,2.0,-2.0,2.0
80f48130-e24c-0134-38c4-0242ac113507,Contino US,0.0,13.0,-13.0,13.0
582cf1db-cfa5-4193-ba48-bef03ddb5824,Matrix Advertising Associates Inc.,0.0,3.0,-3.0,3.0
c0f6e861-26c8-41e0-b6be-e9d5d22feb1f,dianomi,0.0,2.0,-2.0,2.0
bbafc2e0-8298-0136-6811-0242ac111c12,浙江卡罗特工贸有限公司,0.0,40.0,-40.0,40.0
f6ff151f-4ab9-451e-9bd8-7f951653f2aa,Teneo,0.0,2.0,-2.0,2.0
9093086c-93ef-4c26-afd7-f7b2d7b1f0ce,Giga Entertainment Media,0.0,5.0,-5.0,5.0
734e5b40-6fde-0135-0510-0242ac116707,Mason Dixie Biscuit co,0.0,1.0,-1.0,1.0
9e88c500-25b2-0136-666b-0242ac116705,Born & Bred,0.0,2.0,-2.0,2.0
3fab7ce0-8251-0130-f786-123138068411,Grande Jr. Photo,0.0,1.0,-1.0,1.0
ec7c868e-f06e-44d4-851b-fea1053ac18e,Progressive Recruitment,0.0,5.0,-5.0,5.0
53d6c5b0-6346-0135-f285-0242ac116708,RELEX Solutions,0.0,37.0,-37.0,37.0
31bbfd78-2788-4383-960d-a3caccb530d4,Billboard,0.0,12.0,-12.0,12.0
86c8afa0-6906-0136-e0a1-0242ac115605,李书杰,0.0,1.0,-1.0,1.0
25d45ab0-2b2b-0136-f346-0242ac115108,韵治企业管理咨询（上海）有限公司,0.0,2.0,-2.0,2.0
4790f250-1e30-0135-9661-0242ac113d09,Adverity,0.0,10.0,-10.0,10.0
51664bee-95c2-405c-84c6-3c35e937e5df,Daniela Skrein,0.0,1.0,-1.0,1.0
e832f3b0-0677-0135-48e0-0242ac110907,WiredScore GmbH,0.0,3.0,-3.0,3.0
b3c6d656-1cbe-448f-8c8c-7c092483db40,The Behavioural Architects,0.0,1.0,-1.0,1.0
d3262dba-2c00-42b5-8e82-713b4a6c1190,Alignment Healthcare LLC,0.0,20.0,-20.0,20.0
8d2b7456-6ae0-4255-88f3-df5288369506,Sustain,0.0,2.0,-2.0,2.0
ef6c8160-6db9-0134-ee3d-22c974b70fba,FireMon Acquisition Company Ltd,0.0,5.0,-5.0,5.0
e8d69e50-96f1-0133-fe93-66a4aff198cf,Broadcast Management Group,0.0,4.0,-4.0,4.0
4233b968-4c83-4c81-b34e-5b9dc5bc06a9,FINTRAIL,0.0,1.0,-1.0,1.0
31343730-3736-4343-b537-393731393134,Top Shelf Electric Corp.,0.0,4.0,-4.0,4.0
a4b7b2b0-53c7-0136-04d9-0242ac11670d,Collecta,0.0,2.0,-2.0,2.0
eb5e064b-84d7-4c7e-92b6-8eb7e6aec0f7,FlatIron,0.0,1.0,-1.0,1.0
908e75ec-b5df-454e-9d6c-fc2fb166dbd7,Stur,0.0,12.0,-12.0,12.0
a030fea0-796e-0136-799b-0242ac112112,mis mariachis,0.0,2.0,-2.0,2.0
4202dec0-b041-0135-cd77-0242ac116709,Bitmovin,0.0,6.0,-6.0,6.0
b418e477-5db2-4576-b435-0bd2164dcc65,上海腾徽软件科技有限公司,0.0,1.0,-1.0,1.0
5e38b3b5-e9c8-4e7c-9846-5a402d620501,amy@eden.io,0.0,1.0,-1.0,1.0
30205362-0e13-41b4-8f30-4b19fdfd14d0,Sebastian Stant,0.0,1.0,-1.0,1.0
05374090-899c-0136-019d-0242ac115706,张爱力,0.0,2.0,-2.0,2.0
28271914-c637-4c8a-8b28-02467435ecfd,金璐,0.0,1.0,-1.0,1.0
0198d457-cd25-4213-9da0-ed8802d1a6d1,Plouton Group,0.0,1.0,-1.0,1.0
45e7630c-0873-4bac-9734-4c2ce72f810c,Lotus Global,0.0,1.0,-1.0,1.0
ed3e2130-0e12-0136-caa4-0242ac112109,Corporate Settlement Solutions,0.0,2.0,-2.0,2.0
f560e040-e392-0135-45aa-0242ac114a09,IPB Australia,0.0,2.0,-2.0,2.0
37d77633-0e79-4e2b-9c35-a1c0ab6b6df5,Ensuite Media,0.0,1.0,-1.0,1.0
03d49bf6-f60f-4c50-8b6c-93cc2a4938ae,HASSELL,0.0,2.0,-2.0,2.0
93abfef0-0bff-0136-3a10-0242ac115606,Ecommerce Accountants LLP,0.0,1.0,-1.0,1.0
063200e7-de09-433b-81f6-bb30f1f2c8dc,Provenance Hotels,0.0,2.0,-2.0,2.0
8ccc72b7-0dbc-4b7c-8844-2e7f25b2629f,Powered by Professionals,0.0,3.0,-3.0,3.0
c912a2a5-1d2c-4d19-8ecc-8e127a400106,Cabinet Loustalet,0.0,1.0,-1.0,1.0
17e2b640-89ac-0136-01af-0242ac115706,北京视开东方广告有限公司,0.0,4.0,-4.0,4.0
6f216a00-3123-0136-b06a-0242ac11210b,9/11 Day,0.0,1.0,-1.0,1.0
159c3220-4423-0133-dcaf-663504dedca8,MachineShop,0.0,2.0,-2.0,2.0
6e887c64-af00-45b4-8ccf-c979e26c8577,Dropbox,0.0,36.0,-36.0,36.0
d1b64840-f8a0-0134-8d1c-0242ac110906,DigitalHut,0.0,1.0,-1.0,1.0
8e779510-28c3-0135-fe74-0242ac112611,Zest,0.0,1.0,-1.0,1.0
03507387-7c53-45a8-bf8f-53364c96ad4e,re:work,0.0,2.0,-2.0,2.0
3560d550-c344-0135-c759-0242ac112109,Muddy Waters Marketing,0.0,7.0,-7.0,7.0
b5d48348-3f66-4ff6-b5e2-75466e107087,Kind Snacks,0.0,25.0,-25.0,25.0
954825f0-4695-0136-f5c5-0242ac112106,北京睿璞教育科技有限公司,0.0,8.0,-8.0,8.0
26079c78-b7f0-4df2-b962-ec4dfbffcbe0,Datawatch Corporation,0.0,1.0,-1.0,1.0
e12b43c0-7b65-0136-7bad-0242ac116708,My Learning Space,0.0,1.0,-1.0,1.0
b1eea60a-56a6-486e-af25-4a24e9de3c43,ProKeep,0.0,1.0,-1.0,1.0
85d552b0-710c-0133-f1ab-5ecdc7682872,JJJ International Inc,0.0,2.0,-2.0,2.0
7e5fe2c1-d1e1-4596-8e6a-bafaeed518c0,AppsFlyer,0.0,3.0,-3.0,3.0
8e993a80-7605-0136-9666-0242ac115705,캑터스프라이빗에쿼티,0.0,1.0,-1.0,1.0
e8cc3ad0-8909-0136-007d-0242ac115706,曹颖辉,0.0,1.0,-1.0,1.0
04063ffa-7bdf-437a-8c28-1ef6f04c43dd,上海言焱网络科技有限公司,0.0,1.0,-1.0,1.0
6abc5d20-39a5-0135-5169-0242ac113a0a,WeWork Servicos de Escritorio Ltda,0.0,22.0,-22.0,22.0
3076d2d8-0375-4607-8331-d55a365dcb6a,TripActions BV,0.0,3.0,-3.0,3.0
658db7a0-a5dd-0133-f0d8-3e6b57f8f5ef,Piranha Inc.,0.0,3.0,-3.0,3.0
57d062f4-90a9-4d38-b40e-a5e153611281,深圳市熙元工业设计有限公司,0.0,1.0,-1.0,1.0
ee614560-8fa3-0135-ea07-0242ac116705,Nexthink,0.0,5.0,-5.0,5.0
70bcb500-7b88-0135-64a1-0242ac112c08,Amazon Web Services,0.0,12.0,-12.0,12.0
8603bf90-7966-0136-7972-0242ac112112,"DesignScience.Me, LLC",0.0,1.0,-1.0,1.0
aa1eb050-b78c-0135-f411-0242ac115606,RNA Consultoría Profesional Internacional S.A. de C.V,0.0,1.0,-1.0,1.0
b211d160-10e4-0136-4256-0242ac115606,Orign,0.0,4.0,-4.0,4.0
49d7144f-e3b7-458e-8f9a-9be42c53789d,Open Pay Monterrey,0.0,5.0,-5.0,5.0
056d0313-7874-4485-8321-5dccf47a26eb,株式会社IDCフロンティア,0.0,428.0,-428.0,428.0
88ebd4b1-22b9-40b4-b139-2fe3bf397feb,"Pagerduty, Ltd.",0.0,13.0,-13.0,13.0
1c8a4880-c92b-0134-e832-0242ac112c07,"Richburg Enterprises, LLC",0.0,1.0,-1.0,1.0
6dacdf75-d706-486d-8511-d4a058f4a216,Sara.Beugelmans@brookfield.com,0.0,1.0,-1.0,1.0
61ff034a-0374-4d91-a2b0-5b2a49a2bc75,Domino's,0.0,1.0,-1.0,1.0
a398f4b3-7d87-4263-a5f7-42555174de30,Agio,0.0,1.0,-1.0,1.0
322e2a5c-e86b-4c2b-8c19-7cf1453205f7,GI DYNAMICS,0.0,34.0,-34.0,34.0
ed3931bc-0bd9-4245-a3b3-7ddfaff3bbfd,"Assist MegaCorp, Inc.",0.0,2.0,-2.0,2.0
f83a6db0-7c44-0136-eac3-0242ac112c0e,宋超,0.0,1.0,-1.0,1.0
58b72c3c-9b74-4243-9a48-a72b142e4118,Amagi Media Labs Pvt Ltd (UK Branch),0.0,2.0,-2.0,2.0
b97f27b0-8648-0136-6b35-0242ac111c12,宁波梅山保税港区慧泉投资管理合伙企业（有限合伙）,0.0,4.0,-4.0,4.0
51503f66-8cc4-41d3-b4f4-cf486d0cd7ff,Immotion Studios Ltd,0.0,1.0,-1.0,1.0
4ac955a0-87e1-0136-7565-0242ac11670d,深圳市石牛科技有限公司,0.0,1.0,-1.0,1.0
